"Product Name","SKU","Collection","Sipsy Price","Competitor Low Price","Competitor Low URL","Competitor Median Price","Competitor Median URL","Competitor High Price","Competitor High URL","Price Diff vs Low","Price Diff vs Median","Notes"
"El Viejito Plata 42% Tequila - 750ml","","","24.99","48.99","https://fermentandstill.com/products/el-viejito-plata-tequila-750-ml","48.99","https://fermentandstill.com/products/el-viejito-plata-tequila-750-ml","48.99","https://fermentandstill.com/products/el-viejito-plata-tequila-750-ml","-24.0","-24.0","No prices found from specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Prices from other sites in USD and MXN; only one clear USD price available. Walmart implies ~$1569 MXN (~$90 USD). Mexican sites: $650 and $1098 MXN."
"Humano Blanco Tequila - 750ml","","","49.99","44.99","https://www.binnys.com/spirits/tequila/humano-tequila-blanco-156630/","49.99","https://www.oldtowntequila.com/humano-tequila/","88.49","https://www.whiskyliquorstore.com/227087/humano-tequila-blanco-750ml","5.0","0.0","Prices from various online retailers; Total Wine, Amazon, Vivino, and Liquor.com had no specific pricing in results. Lowest is current sale at Binny's[8], median approximates sorted values around $49-50[2][4], highest at Whisky Liquor Store[7]. Prices exclude tax/shipping."
"Don Julio 1942 x Peggy Gou Limited Edition - 750ml","","","199.99","191.99","https://flaviar.com/products/don-julio-1942-x-peggy-gou-limited-edition-extra-anejo-tequila-750","229.99","https://www.thebarreltap.com/products/don-julio-1942-peggy-gou","261.99","https://www.passionspirits.com/don-julio-1942-peggy-gou","8.0","-30.0","Prices from search results; no listings found on Amazon, Vivino, or Liquor.com. Total Wine listed but no price shown. Median calculated from available prices: 191.99, 199.99, 229.99 (x2), 255.99, 261.99."
"Tequila Ocho Plata - 750ml","","","49.99","45.49","https://www.marketviewliquor.com/product/tequila-ocho-plata-750ml","54.99","https://siptequila.com/products/tequila-ocho-plata","57.99","https://cwspirits.com/products/tequila-ocho-plata-750ml","4.5","-5.0","Prices from available retailers: Marketview Liquor ($45.49), Sip Tequila ($54.99), Country Wine & Spirits ($57.99). Total Wine links lack specific prices. Wine-Searcher avg $49-$51 ex-tax. Specified retailers (Amazon, Vivino, Liquor.com) absent from results."
"Siempre Exclusivo Vivo Blanco Tequila - 750ml","","","129.99","129.99","https://sipsy.com/products/siempre-exclusivo-vivo-blanco-tequila-750ml","129.99","https://sipsy.com/products/siempre-exclusivo-vivo-blanco-tequila-750ml","129.99","https://sipsy.com/products/siempre-exclusivo-vivo-blanco-tequila-750ml","0.0","0.0","No prices found from specified retailers (Amazon, Total Wine, Vivino, Liquor.com); single price from Sipsy used for all metrics[1]"
"Patrón Tequila Reposado - 750ml","","","44.99","45.0","https://www.trolley.co.uk/product/patron-reposado-tequila/CBE613","48.0","https://www.thewinestop.com/blog/patron-tequila-price-guide/","64.0","https://www.wine-searcher.com/find/patron+tequila+reposado+jalisco+mexico/1/french+west+indies","-0.01","-3.01","Prices in USD/GBP/EUR approx converted; no direct prices from Amazon, Total Wine, Vivino, or Liquor.com in results. Lowest from Amazon UK via trolley.co.uk (£45 ≈ $57). Median estimated from US range $44.99-$48.99[1]. Highest avg ex-tax $64[5]. Prices vary by region/market; check retailers for current/shipping."
"Patrón Tequila Añejo - 750ml","","","65.99","49.99","https://www.thewinestop.com/blog/patron-tequila-price-guide/","63","https://www.wine-searcher.com/find/patron+tequila+anejo+jalisco+mexico","73","https://www.wine-searcher.com/find/patron+tequila+anejo+jalisco+mexico/1/spain","16.0","2.99","Prices from 2023 guide and Wine-Searcher averages (ex-tax); no current listings found from specified retailers Amazon, Total Wine, Vivino, or Liquor.com."
"Patrón El Cielo Tequila Blanco - 700ml","","","39.95","134","https://www.wine-searcher.com/find/patron+el+cielo+tequila+jalisco+mexico","199.99","https://www.drinksupermarket.com/patron-el-cielo-tequila-70cl","224.95","https://www.garrafeiranacional.com/en/tequila-patron-el-cielo.html","-94.05","-160.04","Prices in USD/GBP/EUR from available sources (converted approximations where needed); no current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Lowest and median ex-tax avg; highest listed EUR price."
"Mijenta Reposado Tequila - 750ml","","","64.99","61.99","https://www.totalwine.com/spirits/tequila/reposado/mijenta-reposado-tequila/p/232461750","69.99","https://mijenta-tequila.com/collections/all","84.99","https://cwspirits.com/products/mijenta-reposado-tequila-750ml","3.0","-5.0","Prices from Total Wine ($61.99), Mijenta official ($69.99), SipTequila/Caskers/HiProof (~$69.99-$74.99). No prices found for Amazon, Vivino, Liquor.com. Averages from Wine-Searcher (~$66-$67) noted but not used for extrema."
"Madre Mezcal Ancestral Ensamble - 750ml","","","129.99","","","","","","","","",""
"Lost Lore Tequila Añejo - 750ml","","","89.99","74.99","https://www.hiproof.com/products/lost-lore-tequila-anejo-750ml","89.99","https://sipsy.com/products/lost-lore-tequila-anejo-750ml","94.99","https://www.missionliquor.com/products/lost-lore-tequila-anejo-750ml","15.0","0.0","Prices from various online retailers; Total Wine listing lacks explicit price. Median based on available sale prices around $89.99."
"La Gritona Reposado Tequila - 750ml","","","49.99","43.99","https://www.marketviewliquor.com/product/la-gritona-reposado-tequila-750ml","55","https://www.wine-searcher.com/find/la+gritona+tequila+reposado+jalisco+mexico/1/usa","61.99","https://siptequila.com/products/la-gritona-reposado","6.0","-5.01","Prices from available retailers (Marketview Liquor, Wine-Searcher avg, Sip Tequila sale); specific prices not listed for Total Wine, Amazon, Vivino, or Liquor.com in results. Happy's Liquor lists $57.19. Caskers $49.99."
"Herradura Ultra Añejo Tequila - 750ml","","","63.99","56.99","https://liquorama.com/herradura-ultra-anejo-tequila-750ml.html","64","https://www.wine-searcher.com/find/herradura+ultra+tequila+anejo+jalisco+mexico","70.9","https://www.campoluzenoteca.com/en/tequila-herradura-ultra-anejo-9747.html","7.0","-0.01","Prices from available retailers; Wine-Searcher avg $64 ex-tax (not specific retailer); no direct prices found from Amazon, Total Wine, Vivino, or Liquor.com; some results for cristalino variant excluded; €70.90 approx $77 USD but reported as listed."
"Herradura Reposado Tequila - 750ml","","","49.99","39.99","https://www.caskers.com/herradura-reposado-tequila/","46.99","https://theliquorbros.com/products/herradura-reposado-tequila-750ml","51.99","https://shopwinedirect.com/herradura-reposado-tequila-750ml.html","10.0","3.0","Prices from Caskers ($39.99), Flaviar ($39.99), The Liquor Bros ($46.99), Surdyk's ($46.99), CW Spirits ($44.99-$49.99), ABC FWS (MSRP $48.99), ShopWineDirect (MSRP $51.99). Total Wine listed without visible price. Median calculated from available explicit prices: 39.99, 39.99, 44.99, 46.99, 46.99, 48.99, 51.99."
"G4 Tequila Extra Añejo - 750ml","","","199.99","103.49","https://cwspirits.com/collections/g4-tequila","189.0","https://siptequila.com/collections/g4-tequila-family","799.99","https://www.oldtowntequila.com/brands/G4.html","96.5","10.99","Prices from various online retailers for G4 Tequila Extra Añejo 750ml (standard versions); none found on Amazon, Vivino, Liquor.com, or Total Wine. Range reflects standard (e.g., 3-5 years) to limited editions (e.g., 55 months). Wine-Searcher avg $385 ex-tax[1]."
"G4 Blanco and G4 Blanco 108 High Proof Tequila - 2-Pack","","","99.99","99.99","https://sipsy.com/products/g4-blanco-and-g4-blanco-108-high-proof-tequila-2pk","99.99","https://kegnbottle.com/products/g4-blanco-combo-pack-tequila-2x750ml","265.0","https://raretequilas.com/products/g4-blanco-tequila-bundle","0.0","0.0","Prices from Sipsy[4], Kegnbottle[1] (sale prices for matching 2x750ml Blanco + High Proof pack); highest from Rare Tequilas[2] (bundle with extra variant). No prices found on Amazon, Total Wine, Vivino, or Liquor.com for the exact 2-pack."
"Elevación 1250 Reposado Tequila - 750ml","","","54.99","54.99","https://siptequila.com/products/elevacion1250-reposado","74.96","https://kegncork.com/elevacion1250-tequila-reposado-750-ml/","143.74","https://www.marquis-wines.com/elevacion-1250-tequila-reposado-750ml/","0.0","-19.97","Prices from various retailers; no prices found on Amazon, Vivino, or Liquor.com in results. Total Wine listing lacks price. Prices in USD/CA$ (assumed comparable); Marquis includes taxes."
"Elevación 1250 Blanco Tequila - 750ml","","","48.99","41.99","https://wineandwhiskeystore.com/shop/product/elevacion-1250-blanco-rosa-tequilla/67e576db8fd1d3656a287d2c?option-id=63399dfc30efea12e086e8ecf66da2604bbd5be7ac542381e87561a2e0f21878","89.99","https://www.bswliquor.com/products/elevacion1250-tequila-blanco","114.99","https://www.marquis-wines.com/elevacion-1250-tequila-blanco-750ml/","7.0","-41.0","No prices found on Amazon, Total Wine, Vivino, or Liquor.com. Prices from other retailers in USD/CA$; lowest is sale price for 'Blanco Rosa'; ex-tax for highest; median of unique prices: 41.99, 47.99, 65.99, 70.20, 89.99, 96.98, 114.99."
"El Tesoro Blanco Tequila - 750ml","","","49.99","41.99","https://www.hiproof.com/products/el-tesoro-blanco-tequila","49.99","https://siptequila.com/products/el-tesoro-blanco-tequila","64.99","https://siptequila.com/products/el-tesoro-blanco-tequila","8.0","0.0","Prices from search results; no data found from Amazon, Vivino, Liquor.com, or Total Wine. Median approximated from available prices (41.99, 44.99, 46.99, 49.99, 64.99). Total Wine listing lacks specific price."
"Don Julio Última Reserva - 750ml","","","549.99","399","https://www.hiproof.com/products/uc-don-julio-ultima-reserva-extra-anejo-tequila-lto-750ml-bottle","459","https://www.wine-searcher.com/find/don+julio+ultima+rsrv+tequila+extra+anejo+jalisco+mexico","599","https://siptequila.com/products/don-juilo-1942-ultima-reserva-extra-anejo","150.99","90.99","Prices from various online retailers (not limited to Amazon, Total Wine, Vivino, Liquor.com as none listed specific prices there). Lowest and highest reflect sale prices where available; regular prices up to $599. Average ex-tax ~$459-$462 per Wine-Searcher."
"Don Julio 1942 - Year of the Snake - Tequila - 750ml","","","189.99","169.97","https://www.lakeliquor.com/spirits/Don-Julio-1942-Year-of-the-Snake-w80463610a","183.99","https://flaviar.com/products/don-julio-1942-year-of-the-snake-2025-limited-edition-anejo-tequila-750","219.99","https://www.oakandbarrelnyc.com/product/don-julio-1942-year-of-the-snake-750ml/","20.02","6.0","Prices from available retailers (Lake Liquor, Flaviar, Chili Liquor, Ludwig's, Oak and Barrel); none found on Amazon, Vivino, or Liquor.com. Lake Liquor lists as sold out. Total Wine result for standard 1942, not Year of the Snake."
"Don Fulano Blanco Tequila - 750ml","","","49.99","39.97","https://www.hiproof.com/products/don-fulano-blanco-tequila","52.99","https://kegnbottle.com/products/don-fulano-blanco-tequila-750-ml","59.99","https://siptequila.com/products/don-fulano-blanco","10.02","-3.0","Prices from available retailers; no listings found from specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Total Wine page lacks price info. Median approximated from collected prices: 39.97, 49.99, 52.99, 59.99."
"Dodgerita Margarita Cocktail Set – 6–8 Servings","","","59.99","59.99","https://sipsy.com/products/dodger-ita-margarita-cocktail-set-6-8-servings","59.99","https://sipsy.com/products/dodger-ita-margarita-cocktail-set-6-8-servings","59.99","https://sipsy.com/products/dodger-ita-margarita-cocktail-set-6-8-servings","0.0","0.0","No listings found on Amazon, Total Wine, Vivino, or Liquor.com. Only one exact match for 'Dodgerita Margarita Cocktail Set – 6–8 Servings' at sale price $59.99 (regular $79.99) on Sipsy.com[1]. Other results are similar but different products."
"Clase Azul Plata Tequila - 750ml","","","149.99","143.27","https://www.reservebar.com/collections/clase-azul-tequila","151.99","https://www.caskers.com/clase-azul-plata-tequila/","179.99","https://siptequila.com/products/clase-azul-plata","6.72","-2.0","Prices from search results; Total Wine, Amazon, Vivino, and Liquor.com had no specific prices listed. ReserveBar: $143.27-$143.29[5]; Keg N Bottle: $149.99[7]; Caskers/ShopWineDirect MSRP: ~$152-$159.99[3][2]; Sip Tequila sale: $179.99[6]. Median calculated from available individual prices."
"Clase Azul Gold Tequila - 750ml","","","299.99","259.49","https://www.hiproof.com/products/uc-clase-azul-gold-tequila-750ml","299.99","https://kegnbottle.com/products/tequila-clase-azul-gold","369.99","https://www.binnys.com/spirits/tequila/clase-azul-gold-limited-release-106573/","40.5","0.0","Prices from various online retailers; Total Wine listing lacks specific price in results. None from Amazon, Vivino, or Liquor.com. Lowest is sale price at Hi Proof[3]."
"Cazcanes No. 10 Tequila Blanco - 750ml","","","79.99","74.99","https://cazcanes.com/products/no-10","89.5","http://www.bittersandbottles.com/products/cazcanes-no-10-blanco-still-strength-tequila","119.99","https://siptequila.com/products/cazcanes-blanco-no-10-still-strength","5.0","-9.51","Prices from various retailers; Total Wine [10] lacks listed price. Sorted from available: 74.99[8], 75.49[1], 89.50[5], 89.99[2][3], 119.99[3]. No data from Amazon, Vivino, Liquor.com."
"Casa Dragones Blanco - 750ml","","","65.99","54.99","kegnbottle.com","77.99","caskers.com","92.98","shopwinedirect.com","11.0","-12.0","Search results do not include pricing data from Amazon, Vivino, or Liquor.com as specified in the query. Prices are from available retailers in the search results: Keg N Bottle ($54.99), Caskers ($77.99), ShopWineDirect ($92.98), Wine-Searcher average ($79), and Sip Tequila ($69.99). Prices shown are current market values and may vary by location and time. ShopWineDirect notes the item is not shipped in original packaging."
"Casa Dragones Añejo - 750ml","","","149.99","136.99","https://www.caskers.com/casa-dragones-barrel-blend/","169.99","https://www.binnys.com/spirits/tequila/casa-dragones-tequila-anejo-104333/","247.7","https://lafuente.es/tienda/tequila-casa-dragones-anejo/","13.0","-20.0","Prices in USD where available; € prices not converted (270€≈$290, 247.70€≈$267, 237.90€≈$257); no prices found from Amazon, Vivino, Liquor.com, or Total Wine; official site [5] lacks pricing; avg $244[1]; lowest from Caskers[7]"
"Adictivo Extra Añejo - 750ml","","","119.99","79.99","https://www.oldtowntequila.com/brands/Adictivo-Tequila.html","99.99","https://raretequilas.com/collections/adictivo-tequila","234.99","https://www.liquorstore-online.com/71791/adictivo-tequila-extra-anejo","40.0","20.0","Prices from various online retailers including Old Town Tequila ($79.99), Sip Tequila ($89.99), Sip Whiskey ($84.99), Rare Tequilas ($99.99), Total Wine ($109.99), Country Wine & Spirits ($123.50). No prices found from Amazon, Vivino, or Liquor.com. Total Wine confirmed. Prices ex-tax where noted; may vary by location/availability."
"Siembra Valles Reposado Tequila - 750ml","","","89.99","69.99","https://www.hiproof.com/products/siembra-valles-reposado-tequila-750ml","89.99","https://raretequilas.com/products/siembra-valles-reposado-tequila-batch-14","159.99","https://www.whiskyliquorstore.com/216726/siembra-valles-reposado-tequila-lowlands","20.0","0.0","Prices from available retailers (Hi Proof, Old Town Tequila, Rare Tequilas, SF Tequila Shop, Preet Liquor, Whisky Liquor Store); Total Wine, Amazon, Vivino, Liquor.com lacked specific prices in results. Hi Proof on sale. Wine-Searcher avg $86 ex-tax excluded from extremes."
"Don Julio 1942 FIFA World Cup 2026 Edition - 50ml (4 Pack)","","","69.99","14.99","https://mainstreetliquor.com/products/don-julio-1942-fifa-world-cup-2026-limited-edition","17.99","https://ludwigsfinewine.com/products/don-julio-1942-fifa-world-cup-2026-limited-edition-50ml","219.99","https://qualityliquorstore.com/products/don-julio-1942-fifa-world-cup-2026-limited-edition","55.0","52.0","Prices for single 50ml bottles where identifiable; higher prices likely for multi-packs or full bottles. No results from specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Prices from various online liquor stores as of search data."
"Don Julio 1942 FIFA World Cup 2026 Limited Edition - 750ml","","","199.99","181.99","https://www.remedyliquor.com/products/don-julio-tequila-1942-fifa-world-cup-edition-750ml","219.99","https://qualityliquorstore.com/products/don-julio-1942-fifa-world-cup-2026-limited-edition","229.99","https://www.thebarreltap.com/products/don-julio-1942-fifa-world-cup-2026-limited-edition","18.0","-20.0","No prices found from Amazon, Total Wine, Vivino, or Liquor.com. Prices from other retailers; many are pre-sale/preorder with shipping in April 2026. Used current/sale prices: 181.99[3], 200[7], 209.99[6], 219.99[2][4][5][9], 229.99[1]. Median from common 219.99 price point."
"Cazcanes Nuestras Raíces Still Strength Blanco Tequila - 750ml","","","114.99","89.99","https://buyritewines.com/shop/product/cazcanes-nuestras-raices-still-st-blanco/680fac444575f501e0781b78?option-id=5eb44c3188aa05eb45794012a4a93428c8577fca80deceb47ddc621f28b594ac","109.99","https://shop.cazcanestequila.com","129.99","https://siptequila.com/products/cazcanes-nuestras-raices-still-strength-blanco-edicion-especial-2025","25.0","5.0","Prices from various retailers; Total Wine lists product but no price in results. Amazon, Vivino, Liquor.com not found in results. Prices range $89.99-$129.99; median calculated from available values."
"Fuenteseca Cosecha 2018 Huerta Singular Blanco Tequila - 750ml","","","149.99","33.92","https://ryannswines.com/shop/product/fuenteseca-tequila-cosecha-huerta-singular-blanco-2018/5fa35af57c11b5021e0e0097?option-id=234c37f3e78747e451e07b3cbc4e579abcc2c54c613a5f904628b59bb329f2ab","149.99","https://siptequila.com/products/fuenteseca-cosecha-huerta-las-antenas-blanco-2018","199.99","https://caskcartel.com/es/products/fuenteseca-cosecha-2018-huerta-singular-blanco-tequila","116.07","0.0","Prices from various retailers; Total Wine lists product but no price shown. Lowest may include shipping. Some results refer to 'Huerta Las Antenas' variant. No prices from Amazon, Vivino, or Liquor.com in results."
"Casa Dragones Reposado Tequila - 750ml","","","129.99","119.99","https://www.remedyliquor.com/products/casa-dragones-tequila-reposado-750ml","149.99","https://cwspirits.com/products/casa-dragones-reposado-750ml","169.99","https://countrysips.com/products/casa-dragones-reposado-tequila","10.0","-20.0","Prices from various online retailers; Total Wine lists product but no price in results. Sorted from: $119.99[2], $125[3], $149.99[6], $155[4], $169.99[8]. None from Amazon, Vivino, or Liquor.com in results."
"Tequila Ocho La Mula Extra Añejo - 750ml","","","99.99","179.99","https://woodencork.com/products/tequila-ocho-extra-anejo-vintage-2018-750ml","199.99","https://www.oldtowntequila.com/tequila-ocho/","229.99","https://raretequilas.com/products/tequila-ocho-extra-anejo-la-ladera-2021","-80.0","-100.0","Prices from various online retailers; none found on Amazon, Total Wine, Vivino, or Liquor.com in results. Lowest and highest from Wooden Cork and Rare Tequilas (both $179.99 listed); median from Old Town Tequila. Average ex-tax ~$232 per Wine-Searcher."
"Mijenta Maestra Selection No. 2 Blanco Tequila Limited Edition - 750ml","","","74.99","59.99","https://kegnbottle.com/products/mijenta-maestra-selection-no-2-blanco-tequila","69.99","https://www.remedyliquor.com/products/mijenta-tequila-blanco-maestra-selection-no2-750ml","79.99","https://siptequila.com/products/mijenta-maestra-selection-no-2-blanco-tequila","15.0","5.0","Prices from available retailers (not limited to specified sites): $59.99 (sale at Keg N Bottle[1]), $69.99 (Remedy Liquor[3], Old Town Tequila[5], Binny's[6]), $74.99 (Liquor Depot[2]), $79.99 (sale at Sip Tequila[4]). No prices found on Amazon, Vivino, Liquor.com, or Total Wine[7]. Multiple $69.99 listings used for median."
"G4 Tequila Anejo de Madera 2025 Día De Los Muertos Limited Edition - 750ml","","","269.99","249","https://concierge.totalwine.com/concierge-offers/g4-aejo-de-madera-da-de-muertos-2025-special-edition","249","https://concierge.totalwine.com/concierge-offers/g4-aejo-de-madera-da-de-muertos-2025-special-edition","249","https://concierge.totalwine.com/concierge-offers/g4-aejo-de-madera-da-de-muertos-2025-special-edition","20.99","20.99","Only one price found for the exact 2025 Añejo edition from Total Wine Concierge at $249; other results are for Reposado editions or lack specific prices. No listings from Amazon, Vivino, or Liquor.com."
"Cutwater Peach Margarita 4-Pack 12-oz Cans","","","14.99","12.99","https://www.albertsons.com/shop/product-details.970096531.html","14.99","https://www.totalwine.com/spirits/ready-to-drink/tequila-cocktails/margarita/cutwater-peach-margarita-cocktail/p/236737355","19.99","https://www.thebarreltap.com/products/cutwater-peach-margarita-4-pack","2.0","0.0","Prices from search results; Total Wine lists product but no price shown. No results from Amazon, Vivino, or Liquor.com. Albertsons $12.99 is member price valid through 3/31/2026. Multiple retailers at $14.99 used for median."
"Especial Tequila Joven - 750ml","","","62.99","5","https://www.wine-searcher.com/find/spc+newton+tequila+joven+jalisco+mexico/1/usa","62.99","https://sipsy.com/products/espacial-tequila-joven-750-ml-1","1250","https://www.oldtowntequila.com/top-shelf/?_bc_fsnf=1&brand=950","57.99","0.0","Prices from Wine-Searcher ($5 avg ex-tax for Newton Especial), Sipsy ($62.99), and Old Town Tequila ($1250 for special edition Casa Dragones Joven). No direct prices found from Amazon, Total Wine, Vivino, or Liquor.com; results include similar 'Especial' or 'Joven' tequilas."
"Alma Del Jaguar Barricas Series Añejo Ruby Port Cask - 750ml","","","139.99","130.0","https://sftequilashop.com/products/alma-del-jaguar-tequila-anejo-aged-in-ruby-port-casks-750ml","149.99","https://almadeljaguar.com/products/alma-del-jaguar-anejo-barricas-series-ruby-wine-cask","189.95","https://elcerritoliquor.com/products/alma-del-jaguar-anejo-barricas-series-ruby-wine-cask","9.99","-10.0","Prices from available retailers: $130 (sftequilashop), $139.99 (topshelfwineandspirits), $149.99 (multiple), $189.95 (elcerritoliquor, on sale from $349.99). No prices found on Amazon, Vivino, or Liquor.com in results. Some listings sold out."
"Alma Del Jaguar Barricas Series Añejo Vino de Naranja Cask - 750ml","","","139.99","125.0","https://raretequilas.com/products/alma-del-jaguar-anejo-barricas-series-vino-de-naranja-cask","139.99","https://topshelfwineandspirits.com/products/alma-del-jaguar-barricas-series-vino-de-naranja-cask-anejo-tequila","149.99","https://siptequila.com/products/alma-del-jaguar-anejo-barricas-series-vino-de-naranja-cask","14.99","0.0","Prices from various online retailers (not limited to Amazon, Total Wine, Vivino, Liquor.com as no prices found there). Sorted prices: $125 (raretequilas.com), $136.99 (tastersclub.com), $139.99 (topshelfwineandspirits.com, binnys.com), $149.99 (multiple). Median from available distinct prices."
"Alma Del Jaguar Barricas Series Añejo Calvados Cask - 750ml","","","139.99","","","","","","","","","Unable to provide requested data. Search results do not include pricing information from the specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Available prices from other retailers range from $135.00-$149.99, but this does not meet the query requirements for the four specified platforms."
"Partida Tequila Roble Fino Añejo - 750ml","","","129.99","119.99","https://flaviar.com/products/partida-roble-fino-anejo-tequila-750","144.0","https://www.wine-searcher.com/find/partida+roble+fino+tequila+anejo+jalisco+mexico/0/usa","165.0","https://sftequilashop.com/products/roble-fino-anejo-by-tequila-partida","10.0","-14.01","Prices from search results; no current listings found on Amazon, Vivino, or Liquor.com. Total Wine lists product but no price in snippet. Wine-Searcher avg used as median."
"Partida Tequila Añejo - 750ml","","","49.99","35.0","https://www.totalwine.com/spirits/tequila/anejo/partida-tequila-anejo/p/3778750","56.0","https://www.wine-searcher.com/find/partida+tequila+anejo+jalisco+mexico","59.99","https://siptequila.com/products/partida-anejo-tequila","14.99","-6.01","Prices from various retailers; Total Wine mentions $35 with discount. No direct prices found from Amazon, Vivino, or Liquor.com in results. Avg ex-tax $56[1]. Other prices: $54.99[4], $55[6], $59.99[2][5]."
"Partida Tequila Reposado - 750ml","","","42.99","37.99","https://flaviar.com/products/partida-tequila-reposado-750","54.99","https://siptequila.com/products/partida-reposado-tequila","93.49","https://www.liquorstore-online.com/177972/partida-tequila-reposado-750ml","5.0","-12.0","Search results do not include prices from Amazon or Vivino. Data compiled from available online retailers in search results. Prices may vary by location and availability. Total Wine price ($42.99) and Cellar.com sale price ($59.99) were included in analysis."
"Tanteo Jalapeño Tequila - 750ml","","","43.99","35.99","https://www.bottlebuys.com/spirits/Tanteo-Jalapeno-Tequila-w79181872s","42.99","https://applejack.com/Tanteo-Jalapeno-Tequila-750-ml","51.99","https://www.bottlebuys.com/spirits/Tanteo-Jalapeno-Tequila-w79181872s","8.0","1.0","Prices from search results: BottleBuys sale $35.99 (regular $51.99), Liquor Barn $39.99, Applejack/Caskers $42.99. No prices found for Amazon, Vivino, Liquor.com; Total Wine link lacks specific price."
"Lost Lore Limited Reposado Amburana & Anejo Tequila - 2-Pack","","","179.99","","","","","","","","","The specific product 'Lost Lore Limited Reposado Amburana & Anejo Tequila - 2-Pack' was not found in search results from the requested retailers (Amazon, Total Wine, Vivino, Liquor.com). Search results show individual Lost Lore tequila products and one combo pack (Amburana Reposado & Blanco for $149.99 at Keg N Bottle), but not the specific Amburana & Anejo 2-pack requested. Price data cannot be determined without finding this exact product listing."
"The Sipsy Classic Margarita Cocktail Set - 4 Cocktails","","","49.99","39.99","https://sipsy.com/products/the-sipsy-classic-margarita-cocktail-set-2-cocktails","39.99","https://sipsy.com/products/the-sipsy-classic-margarita-cocktail-set-2-cocktails","39.99","https://sipsy.com/products/the-sipsy-classic-margarita-cocktail-set-2-cocktails","10.0","10.0","No prices found for the exact 4-cocktail variant on Amazon, Total Wine, Vivino, or Liquor.com. Only Sipsy site results available; price listed for 2-cocktail version. 4-cocktail product page exists but lacks price info."
"Alma del Jaguar Nocturna - 750ml","","","64.99","69.99","https://kegnbottle.com/products/alma-del-jaguar-nocturna-101-proof-750-ml","73.99","https://www.liquorcave.com/products/alma-del-jaguar-nocturna-blanco-tequila","77.99","https://raretequilas.com/products/alma-del-jaguar-nocturna-high-proof-blanco-tequila","-5.0","-9.0","Prices from various retailers; Total Wine listed but no price available in results. Amazon, Vivino, Liquor.com had no listings. Prices for 750ml 101-proof blanco."
"Alma Del Jaguar Tequila Blanco & Reposado - 2-Pack","","","104.99","20.18","https://www.vinoluminaire.com/product/alma-del-jaguar-tequila-blanco-reposado-2-pack/","94.14","https://www.vinoluminaire.com/product/alma-del-jaguar-tequila-blanco-reposado-2-pack/","109.99","https://kegnbottle.com/products/alma-del-jaguar-combo-pack-tequila-750ml","84.81","10.85","Search results provided limited pricing data for the specific 2-pack product. Only three prices found: $20.18 (vinoluminaire.com), $94.14 (vinoluminaire.com - original price), and $109.99 (kegnbottle.com). None of the requested retailers (Amazon, Total Wine, Vivino, Liquor.com) appeared in search results. The $20.18 price appears to be a significant discount from the original $94.14 price at the same retailer."
"Tierra de Ensueño Tequila Blanco and Reposado Wheated Bourbon Cask - 2 pk","","","154.99","159.99","https://sipsy.com/products/tierra-de-ensueno-tequila-blanco-and-reposado-rioja-750ml-2pk","159.99","https://sipsy.com/products/tierra-de-ensueno-tequila-blanco-and-reposado-rioja-750ml-2pk","159.99","https://sipsy.com/products/tierra-de-ensueno-tequila-blanco-and-reposado-rioja-750ml-2pk","-5.0","-5.0","Only one exact match found for the 2pk on Sipsy.com at $159.99. No listings found on Amazon, Total Wine, Vivino, or Liquor.com. Total Wine lists single Blanco bottle without price[8]. Other results are single bottles only."
"Ensueño Single Barrel Reposado Wheated Bourbon Cask - 750ml","","","94.99","84.99","https://siptequila.com/products/tierra-de-ensueno-single-barrel-reposado","89.99","https://raretequilas.com/products/tierra-de-ensueno-reposado-wheated-bourbon-cask-tequila","99","https://www.youtube.com/watch?v=bEvy6JC8Thw","10.0","5.0","Prices from Sip Tequila ($84.99 sale), Rare Tequilas/El Cerrito ($89.99/$97.95 original), YouTube mention ($99 at Oldtown). No prices found on Amazon, Total Wine, Vivino, or Liquor.com. Some sites lacked explicit pricing."
"Villa One Silver - 750ml","","","41.99","28.49","https://www.marketviewliquor.com/product/villa-one-silver-tequila-750ml","41.0","https://www.wine-searcher.com/find/villa+one+silver+tequila+jalisco+mexico/1/usa","55.99","https://costplusliquors.com/products/villa-one-teq-slvr-6b-750ml","13.5","0.99","Prices from various online retailers; Total Wine [10] lacks specific price in snippet. None from Amazon, Vivino, or Liquor.com. Lowest from Marketview Liquor [5], median avg ex-tax from Wine-Searcher [2], highest sale from Cost Plus [3]."
"Tres Generaciones Añejo Tequila - 750ml","","","44.99","41.99","https://www.hiproof.com/products/tres-generaciones-anejo-tequila-750ml-bottle","48.0","https://www.wine-searcher.com/find/casa+sauza+tres+generation+tequila+anejo+jalisco+mexico","49.99","https://kegnbottle.com/products/tres-generaciones-anejo-750ml","3.0","-3.01","Prices from available search results (ex-tax avg $48[1], sale $41.99[5], $49.99[3]); no direct prices from Amazon, Vivino, Liquor.com, or Total Wine; excluded cristalino variant[6] and outlier $284.94[7]; HiProof regular price $44.99[5]"
